iter	Logloss
121	0.1543237834
122	0.1541186064
123	0.1540088881
124	0.1538715967
125	0.1537595427
126	0.1536275938
127	0.1534753106
128	0.1533355162
129	0.1532729861
130	0.1531081217
131	0.1529946906
132	0.1527097844
133	0.1526000996
134	0.152435266
135	0.1523187794
136	0.152221705
137	0.152090932
138	0.1519850024
139	0.1518747238
140	0.1517206395
141	0.1515945738
142	0.1514953233
143	0.1513364068
144	0.1506675618
145	0.1505512287
146	0.1504507865
147	0.150320115
148	0.1501914093
149	0.1500614374
150	0.1499383188
151	0.1498350442
152	0.1492491139
153	0.1491370611
154	0.1490183623
155	0.1488431837
156	0.1487267773
157	0.1486301188
158	0.1485115895
159	0.1483434844
160	0.1481881275
161	0.1480606696
162	0.147879145
163	0.1477246509
164	0.1475832089
165	0.1474539885
166	0.1473329616
167	0.1472201418
168	0.147103869
169	0.1469936314
170	0.1468868689
171	0.1467354363
172	0.1466288569
173	0.1465191696
174	0.1463994902
175	0.1462875367
176	0.1461575424
177	0.1460394902
178	0.1459039576
179	0.1457544446
180	0.1456232553
181	0.1454780778
182	0.1453462941
183	0.1452414128
184	0.1451539391
185	0.1450587519
186	0.1449420603
187	0.1448371587
188	0.1447450701
189	0.1446080105
190	0.1443503083
191	0.1442556961
192	0.144146526
193	0.144036775
194	0.1439247563
195	0.143804164
196	0.143675073
197	0.1435567153
198	0.1434582558
199	0.1433017412
200	0.1432178722
201	0.1428755729
202	0.1427774723
203	0.1427003162
204	0.142593414
205	0.1424838125
206	0.1423423636
207	0.1422199626
208	0.1421024374
209	0.1420082267
210	0.141881431
211	0.1417895928
212	0.1416321216
213	0.1415330881
214	0.1414189622
215	0.1413386579
216	0.1412349827
217	0.1411521174
218	0.1410726773
219	0.1409573468
220	0.1408603118
221	0.1404453056
222	0.1403527833
223	0.1402581906
224	0.1401740486
225	0.1400689652
226	0.1399892041
227	0.1398804466
228	0.1397480587
229	0.1396486974
230	0.1393935993
231	0.1393011372
232	0.1391846694
233	0.1390930104
234	0.1389873813
235	0.1388887705
236	0.1384046352
237	0.1383159364
238	0.1382270046
239	0.1381122763
240	0.13802617
241	0.1378626433
242	0.1377725769
243	0.1376780765
244	0.1375945652
245	0.1373768812
246	0.1368556614
247	0.1367583378
248	0.1366525915
249	0.1365797604
250	0.1364987484
251	0.1363562919
252	0.1362776984
253	0.1361757418
254	0.1360836931
255	0.1359880318
256	0.1359265718
257	0.1358523058
258	0.135758326
259	0.1356916911
260	0.1356120606
261	0.1355156904
262	0.1354126472
263	0.1353063606
264	0.1352020822
265	0.1351286285
266	0.1350502774
267	0.1349808817
268	0.1349168466
269	0.1345583861
270	0.1344191745
271	0.1343271109
272	0.134242186
273	0.1341580434
274	0.1340525079
275	0.1339362319
276	0.133870134
277	0.1337614834
278	0.1336963033
279	0.1336225588
280	0.1335446188
281	0.133449007
282	0.1333451338
283	0.1332338264
284	0.1331272063
285	0.1329769217
286	0.1328798789
287	0.1327987744
288	0.1326803553
289	0.1326144777
290	0.1324956556
291	0.1324117205
292	0.1323081152
293	0.1322258932
294	0.1321438725
295	0.132044451
296	0.1319482706
297	0.1318518776
298	0.1317580612
299	0.131681276
300	0.1316027448
301	0.1315328696
302	0.1314444399
303	0.1313803727
304	0.1312757733
305	0.1311796939
306	0.1310975098
307	0.1309947823
308	0.1309064421
309	0.1307996381
310	0.130718871
311	0.1306492518
312	0.1305283956
313	0.1304617298
314	0.130388836
315	0.1303249992
316	0.1302370271
317	0.1301601698
318	0.1300795658
319	0.1300195563
320	0.1299160887
321	0.1298406072
322	0.1297139499
323	0.1295358978
324	0.1294568927
325	0.1293842183
326	0.1292961207
327	0.1292215921
328	0.1291552874
329	0.1290663488
330	0.1289943458
331	0.1289256073
332	0.1288462108
333	0.1287648907
334	0.1286909801
335	0.1286223027
336	0.1284760203
337	0.1283887007
338	0.1283038274
339	0.1282309392
340	0.1281662865
341	0.1280826477
342	0.127990594
343	0.1279151926
344	0.1278568859
345	0.1277702083
346	0.1276965844
347	0.1276343703
348	0.1275655898
349	0.1274811506
350	0.1274172512
351	0.1273539373
352	0.1272634542
353	0.1271694685
354	0.1271153393
355	0.1270329426
356	0.1269693514
357	0.1268913827
358	0.1268384513
359	0.1267522516
360	0.12666462
361	0.1265884914
362	0.1264972381
363	0.1264297063
364	0.1263271076
365	0.1262654155
366	0.1261907211
367	0.1261182345
368	0.1260247793
369	0.1259023769
370	0.1258176559
371	0.1257332069
372	0.125694593
373	0.1256049852
374	0.1255172743
375	0.1254595889
376	0.1253515352
377	0.1252738152
378	0.125201629
379	0.1251220057
380	0.1249690258
381	0.1249031139
382	0.124823491
383	0.124748497
384	0.1246832483
385	0.1245905005
386	0.1245173904
387	0.1244519751
388	0.1243719123
389	0.1243129297
390	0.1242486497
391	0.1241670908
392	0.1240889183
393	0.124015262
394	0.1239433989
395	0.1238891872
396	0.1238039882
397	0.1237083653
398	0.1236394659
399	0.1235800791
400	0.1234425863
401	0.123218271
402	0.1231499543
403	0.123050301
404	0.1229828186
405	0.1229034334
406	0.1228431775
407	0.1227639173
408	0.1226876238
409	0.1224773118
410	0.1224026418
411	0.1223475116
412	0.1222561028
413	0.1221844657
414	0.1221231507
415	0.1220573486
416	0.1219862784
417	0.1219203434
418	0.1218426392
419	0.121799831
420	0.1217316296
421	0.1216690574
422	0.1216096182
423	0.1215529392
424	0.1214899282
425	0.1214364815
426	0.1213393058
427	0.1212543743
428	0.1211866676
429	0.1211122553
430	0.1210494809
431	0.1209846552
432	0.1208980433
433	0.1208161185
434	0.120741033
435	0.1206715437
436	0.1206009092
437	0.1205172108
438	0.1204559552
439	0.1203847448
440	0.1203062512
441	0.1202512725
442	0.1201807518
443	0.1201201866
444	0.1200664493
445	0.1199830439
446	0.1199119326
447	0.1198451784
448	0.1197675758
449	0.1197089767
450	0.1196334509
451	0.119549297
452	0.1194771521
453	0.1193988799
454	0.1192484409
455	0.1191843566
456	0.1191214442
457	0.1190556234
458	0.1190182556
459	0.118969833
460	0.1189303732
461	0.1188573574
462	0.1187648541
463	0.1186871182
464	0.1186241691
465	0.1185698173
466	0.1184855969
467	0.1184211984
468	0.1183383189
469	0.1182799911
470	0.1182047191
471	0.1181310627
472	0.1180799503
473	0.1180068028
474	0.1179621599
475	0.117871263
476	0.1178156755
477	0.1177826531
478	0.1177265715
479	0.117668635
480	0.117593263
481	0.1175212611
482	0.1174628452
483	0.117393494
484	0.1173269583
485	0.1172637627
486	0.1172075949
487	0.1171145768
488	0.1170416804
489	0.1169760168
490	0.1169226202
491	0.1168681446
492	0.1167974355
493	0.1167409183
494	0.1166763298
495	0.1166202552
496	0.1165804908
497	0.1165078866
498	0.1164673724
499	0.116398986
500	0.1163194687
501	0.1162093288
502	0.1161507769
503	0.1160959952
504	0.1160416528
505	0.1159479939
506	0.1158711074
507	0.1158287771
508	0.1157714875
509	0.1157182577
510	0.1156714709
511	0.1156089093
512	0.1155690094
513	0.1155328843
514	0.1154771345
515	0.1154038298
516	0.1153495633
517	0.1152979698
518	0.1152337856
519	0.1151695437
520	0.1151298846
521	0.1150654945
522	0.1150001671
523	0.1149387811
524	0.1149001855
525	0.1148224575
526	0.1147602851
527	0.1146995387
528	0.1146405902
529	0.1146089659
530	0.114561904
531	0.1144755269
532	0.1144356624
533	0.1143844272
534	0.1143192037
535	0.1142557392
536	0.1141824927
537	0.1141217925
538	0.1140576119
539	0.1140048851
540	0.1139492003
541	0.1138911234
542	0.1138412336
543	0.113780938
544	0.1137192915
545	0.1136805392
546	0.1136156218
547	0.1135499927
548	0.1134866303
549	0.113423139
550	0.1133755054
551	0.1133102534
552	0.113231849
553	0.1131760608
554	0.1131027354
555	0.1130289539
556	0.1129399447
557	0.1128739581
558	0.1128322882
559	0.1127828587
560	0.112727845
561	0.1126731012
562	0.1126245828
563	0.112588515
564	0.1125443856
565	0.1124797916
566	0.1124089203
567	0.1123591473
568	0.112307487
569	0.1122088102
570	0.1121604281
571	0.1120853067
572	0.1120462089
573	0.1119763434
574	0.1119378809
575	0.1118669544
576	0.1118269106
577	0.1117688251
578	0.1116994704
579	0.1116127923
580	0.1115582206
581	0.1115065583
582	0.1114379508
583	0.1113922329
584	0.1113381975
585	0.1112834773
586	0.1112390808
587	0.1111837487
588	0.1111250191
589	0.1110707067
590	0.1110212198
591	0.110967761
592	0.1109149651
593	0.1108631079
594	0.1108014542
595	0.1107598638
596	0.1107146727
597	0.1106546615
598	0.110583405
599	0.1105369512
600	0.1104902311
601	0.1104496165
602	0.1104007284
603	0.1103477892
604	0.1102968381
605	0.1102443348
606	0.1102022672
607	0.1101583232
608	0.1101157675
609	0.1100667079
610	0.1100201092
611	0.1099673164
612	0.1099096869
613	0.1098484693
614	0.1097818781
615	0.1097237943
616	0.1096537593
617	0.1096019117
618	0.1095503072
619	0.1094909563
620	0.109424728
621	0.1093599144
622	0.1093109843
623	0.1092730886
624	0.1092091037
625	0.109157345
626	0.1091135184
627	0.1090602388
628	0.109006177
629	0.1089525962
630	0.1089013228
631	0.1088557402
632	0.1088044091
633	0.1087621743
634	0.1086500165
635	0.1086130214
636	0.1084723773
637	0.1084150485
638	0.1083744471
639	0.1083282555
640	0.1082681869
641	0.1081975867
642	0.1081564593
643	0.1081021366
644	0.1080491557
645	0.1079970285
646	0.1079423798
647	0.107887093
648	0.1078159434
649	0.1077777775
650	0.1077345025
651	0.1076758784
652	0.1076242349
653	0.1075935702
654	0.1075395786
655	0.107487368
656	0.1074372648
657	0.1073747547
658	0.1073299025
659	0.1072788376
660	0.1072449449
661	0.1072047304
662	0.107142327
663	0.1070925946
664	0.1070682257
665	0.1070212249
666	0.1069598115
667	0.1069169393
668	0.1068613128
669	0.1068145347
670	0.1067691172
671	0.1067191185
672	0.1066610037
673	0.1065980393
674	0.1065482252
675	0.1065036706
676	0.1064504183
677	0.1064128
678	0.1063518686
679	0.1063097313
680	0.1062652157
681	0.1062139843
682	0.1061467108
683	0.1060993372
684	0.1060529263
685	0.1059785478
686	0.1059225717
687	0.1058803638
688	0.1058208044
689	0.1057775518
690	0.1057160427
691	0.1056858816
692	0.1056411773
693	0.1055962229
694	0.1055486668
695	0.1054933415
696	0.1054386657
697	0.1053825762
698	0.1053323017
699	0.1052837917
700	0.1052302423
701	0.1051847759
702	0.1051358035
703	0.105082495
704	0.1050496467
705	0.1049734005
706	0.104939516
707	0.1048894098
708	0.1048315788
709	0.1047889522
710	0.1047453959
711	0.1046866552
712	0.1046394758
713	0.1045843682
714	0.1045184219
715	0.1044622428
716	0.1044257408
717	0.1043612266
718	0.1043166709
719	0.1042686005
720	0.1041912394
721	0.1041526625
722	0.1041050531
723	0.1040538376
724	0.103998579
725	0.1037000447
726	0.1036535164
727	0.1036095342
728	0.1035626655
729	0.1035367997
730	0.1034850126
731	0.1034408097
732	0.1033767584
733	0.1033236829
734	0.1032989508
735	0.1032581435
736	0.1032044057
737	0.1031461379
738	0.1031046734
739	0.1030481378
740	0.1030052882
741	0.1029708015
742	0.1029234059
743	0.102864914
744	0.1028182654
745	0.1027710567
746	0.1027226115
747	0.1026528773
748	0.1026073626
749	0.1025610124
750	0.1025135653
751	0.1024767501
752	0.1024135073
753	0.1023864696
754	0.1023335671
755	0.1022642422
756	0.1022118573
757	0.1021479682
758	0.1021067485
759	0.1020606109
760	0.1020133022
761	0.101951337
762	0.101918987
763	0.1018419942
764	0.10180739
765	0.1017679868
766	0.1017132951
767	0.1016692386
768	0.1016254509
769	0.1015926969
770	0.1015575506
771	0.101516463
772	0.1014728585
773	0.1014143586
774	0.1013799342
775	0.1013507632
776	0.1013143441
777	0.1012732046
778	0.1012329773
779	0.1011901681
780	0.1011602783
781	0.1011071499
782	0.1010501059
783	0.101004359
784	0.1009573388
785	0.1009113313
786	0.1008681052
787	0.100818543
788	0.1007750977
789	0.1007430582
790	0.1006881178
791	0.1006536184
792	0.1006126195
793	0.1005660082
794	0.1005279044
795	0.1004977725
796	0.1004351749
797	0.1003763186
798	0.1003361674
799	0.1002918331
800	0.1002430041
801	0.100213659
802	0.1001623757
803	0.1001196838
804	0.1000556015
805	0.1000184554
806	0.09997373404
807	0.09991607703
808	0.09987178507
809	0.09982307726
810	0.09978722982
811	0.09973661133
812	0.09969721954
813	0.09966846144
814	0.09962826956
815	0.09959809102
816	0.09954530003
817	0.09951116863
818	0.09946613022
819	0.09942946243
820	0.09938132716
821	0.09934678937
822	0.09931396665
823	0.09926721214
824	0.09922715338
825	0.09919629295
826	0.09915997521
827	0.09910447686
828	0.09905920808
829	0.09901884944
830	0.09897674137
831	0.09894581561
832	0.09890800762
833	0.09886393762
834	0.09882803926
835	0.09876955052
836	0.09873830563
837	0.09870003714
838	0.0986505104
839	0.0985970838
840	0.09856256925
841	0.09852179552
842	0.09846121797
843	0.09842187276
844	0.0983918753
845	0.09835812192
846	0.09832149885
847	0.09829846118
848	0.09825802828
849	0.09822690589
850	0.0981933954
851	0.09814054203
852	0.09810395196
853	0.09807175755
854	0.09802849103
855	0.09796656736
856	0.0979305008
857	0.09787876685
858	0.09784877878
859	0.0978050089
860	0.09777881251
861	0.09770665615
862	0.09766867287
863	0.09763294475
864	0.09759859883
865	0.09753741674
866	0.09749578765
867	0.09744471609
868	0.09741151841
869	0.0973646211
870	0.09733564429
871	0.09729764079
872	0.09726278347
873	0.09723356665
874	0.09717554458
875	0.0971382449
876	0.09708289322
877	0.09701991253
878	0.09696643356
879	0.09692582794
880	0.09688926565
881	0.09684531462
882	0.09680292536
883	0.09676041801
884	0.0967040922
885	0.09665799155
886	0.09663211878
887	0.09660290745
888	0.09656194097
889	0.0965206049
890	0.09647081617
891	0.09643730014
892	0.09640249745
893	0.09635639545
894	0.09631609027
895	0.09628055318
896	0.09623260909
897	0.09619423207
898	0.09614911811
899	0.09609445763
900	0.09604772754
901	0.096000179
902	0.09595108905
903	0.09592308385
904	0.09572153136
905	0.09568158354
906	0.09564175688
907	0.09559121594
908	0.09556043918
909	0.09553277239
910	0.09547071791
911	0.09542364057
912	0.09539168195
913	0.09535689526
914	0.09529893598
915	0.09526167269
916	0.09521129958
917	0.09516252651
918	0.09513322393
919	0.09510153651
920	0.09506145738
921	0.09502244928
922	0.09498959127
923	0.09494638481
924	0.09489001083
925	0.09486808699
926	0.09482034307
927	0.09478095559
928	0.0947411096
929	0.09469282822
930	0.09466740318
931	0.09462991162
932	0.0946003377
933	0.09457515838
934	0.09452709086
935	0.09450120101
936	0.09447032422
937	0.094434064
938	0.09439830341
939	0.09437316886
940	0.09432800944
941	0.09429005111
942	0.09425185318
943	0.0942028321
944	0.09416236271
945	0.09412018944
946	0.09408322786
947	0.09403811114
948	0.09398821064
949	0.09395699715
950	0.09393153965
951	0.09388978962
952	0.09384886035
953	0.09380261239
954	0.09377591761
955	0.09372968215
956	0.09371454115
957	0.09368453405
958	0.09364983349
959	0.09361006233
960	0.09357014202
961	0.09353558331
962	0.09350033055
963	0.09346419601
964	0.09342897115
965	0.09340432177
966	0.09336655803
967	0.09333150846
968	0.09329742895
969	0.09326389536
970	0.0932315552
971	0.09319087351
972	0.09316940594
973	0.09313652547
974	0.09308271617
975	0.0930451783
976	0.09300522109
977	0.09295394891
978	0.09291714577
979	0.09288734787
980	0.09285029273
981	0.09283237761
982	0.09278615067
983	0.09275952323
984	0.09271736518
985	0.0926676753
986	0.09263836749
987	0.09261421041
988	0.09258077531
989	0.09255901048
990	0.09250156211
991	0.09246565891
992	0.09243583094
993	0.09240858778
994	0.09237454875
995	0.09233453259
996	0.09229497148
997	0.09225793205
998	0.09222158829
999	0.09218204507
